bin_start,bin_end,bin_midpoint,count,probability
2.511442062747551e-06,0.00020784015325945226,0.00010517579766109991,70889907,0.13961877422815558
0.00020784015325945226,0.00041316886445615694,0.0003105045088578046,29106145,0.05732500520006267
0.00041316886445615694,0.0006184975756528617,0.0005158332200545094,19260691,0.03793423044280857
0.0006184975756528617,0.0008238262868495664,0.0007211619312512141,19081483,0.03758127749998866
0.0008238262868495664,0.001029154998046271,0.0009264906424479187,11424098,0.022499938664361962
0.001029154998046271,0.0012344837092429757,0.0011318193536446234,9339163,0.018393626759546238
0.0012344837092429757,0.0014398124204396804,0.001337148064841328,7474912,0.014721955424533577
0.0014398124204396804,0.001645141131636385,0.0015424767760380328,5661292,0.011150002631371251
0.001645141131636385,0.0018504698428330898,0.0017478054872347374,4920474,0.0096909500600912
0.0018504698428330898,0.002055798554029795,0.0019531341984314423,4744454,0.009344275932847106
0.002055798554029795,0.0022611272652264995,0.002158462909628147,3770184,0.0074254360172119355
0.0022611272652264995,0.0024664559764232042,0.002363791620824852,3603477,0.007097103988292034
0.0024664559764232042,0.002671784687619909,0.0025691203320215563,3160613,0.0062248764534219726
0.002671784687619909,0.0028771133988166136,0.0027744490432182614,2768993,0.005453574773434858
0.0028771133988166136,0.0030824421100133182,0.0029797777544149657,2557459,0.005036955270921212
0.0030824421100133182,0.003287770821210023,0.003185106465611671,2380690,0.004688805976529602
0.003287770821210023,0.0034930995324067276,0.003390435176808375,2411542,0.00474956947030153
0.0034930995324067276,0.0036984282436034323,0.00359576388800508,2160780,0.004255689811762823
0.0036984282436034323,0.003903756954800137,0.0038010925992017844,2205547,0.004343859114423522
0.003903756954800137,0.004109085665996842,0.0040064213103984895,2017575,0.003973645337316791
0.004109085665996842,0.004314414377193546,0.004211750021595195,1836883,0.0036177696334195653
0.004314414377193546,0.004519743088390251,0.004417078732791899,1737168,0.0034213793902759184
0.004519743088390251,0.004725071799586956,0.004622407443988603,1690418,0.0033293045382780696
0.004725071799586956,0.004930400510783661,0.004827736155185308,1670088,0.0032892642871311974
0.004930400510783661,0.005135729221980365,0.005033064866382013,1725171,0.0033977511122134972
0.005135729221980365,0.00534105793317707,0.0052383935775787175,1753031,0.003452621815457563
0.00534105793317707,0.005546386644373774,0.005443722288775422,1817906,0.0035803941368128664
0.005546386644373774,0.0057517153555704794,0.005649050999972127,1958016,0.0038563429606293075
0.0057517153555704794,0.005957044066767184,0.005854379711168832,2166842,0.004267629015031506
0.005957044066767184,0.006162372777963889,0.006059708422365536,2093805,0.004123781507750931
0.006162372777963889,0.006367701489160593,0.0062650371335622405,1871377,0.0036857061028273473
0.006367701489160593,0.006573030200357298,0.006470365844758946,1768600,0.003483285203067285
0.006573030200357298,0.006778358911554003,0.006675694555955651,1742080,0.0034310536506612322
0.006778358911554003,0.0069836876227507075,0.006881023267152356,1857687,0.003658743434937496
0.0069836876227507075,0.007189016333947413,0.00708635197834906,2165540,0.004265064705784422
0.007189016333947413,0.007394345045144117,0.007291680689545764,1986014,0.003911485457019377
0.007394345045144117,0.007599673756340822,0.007497009400742469,1564338,0.003080988017638737
0.007599673756340822,0.007805002467537526,0.0077023381119391745,1451738,0.0028592205666235974
0.007805002467537526,0.008010331178734231,0.00790766682313588,1354849,0.002668396174426387
0.008010331178734231,0.008215659889930936,0.008112995534332583,1323150,0.0026059645009829683
0.008215659889930936,0.00842098860112764,0.008318324245529288,1370257,0.0026987424700324375
0.00842098860112764,0.008626317312324345,0.008523652956725993,1438720,0.002833581413183854
0.008626317312324345,0.00883164602352105,0.008728981667922697,1484724,0.0029241870065808387
0.00883164602352105,0.009036974734717755,0.008934310379119403,1556592,0.00306573215018258
0.009036974734717755,0.009242303445914458,0.009139639090316107,1470232,0.0028956447872192813
0.009242303445914458,0.009447632157111164,0.00934496780151281,1365556,0.002689483777428333
0.009447632157111164,0.009652960868307869,0.009550296512709517,1335921,0.002631117184081675
0.009652960868307869,0.009858289579504574,0.00975562522390622,1265419,0.0024922623987222664
0.009858289579504574,0.010063618290701279,0.009960953935102927,1200062,0.0023635407708714985
0.010063618290701279,0.010268947001897982,0.01016628264629963,1170799,0.002305906837309722
0.010268947001897982,0.010474275713094687,0.010371611357496334,1200982,0.0023653527251781942
0.010474275713094687,0.010679604424291392,0.01057694006869304,1289580,0.002539847863944085
0.010679604424291392,0.010884933135488098,0.010782268779889744,1374869,0.0027078258757525244
0.010884933135488098,0.011090261846684801,0.01098759749108645,1505367,0.0029648437160950977
0.011090261846684801,0.011295590557881506,0.011192926202283154,1500523,0.002955303382767235
0.011295590557881506,0.011500919269078211,0.011398254913479858,1498774,0.0029518587000689623
0.011500919269078211,0.011706247980274916,0.011603583624676565,1430995,0.0028183669055542628
0.011706247980274916,0.01191157669147162,0.011808912335873268,1255099,0.0024719369982384633
0.01191157669147162,0.012116905402668325,0.012014241047069971,1176465,0.002317066112420306
0.012116905402668325,0.01232223411386503,0.012219569758266678,1142699,0.0022505634503334746
0.01232223411386503,0.012527562825061735,0.012424898469463382,1116200,0.0021983732577539883
0.012527562825061735,0.012732891536258438,0.012630227180660087,1085813,0.0021385255887131616
0.012732891536258438,0.012938220247455143,0.012835555891856792,1067774,0.0021029974976930718
0.012938220247455143,0.013143548958651849,0.013040884603053495,1050610,0.0020691927327798937
0.013143548958651849,0.013348877669848554,0.013246213314250202,1029617,0.0020278466928228705
0.013348877669848554,0.013554206381045259,0.013451542025446905,1011634,0.001992428894673623
0.013554206381045259,0.013759535092241962,0.01365687073664361,1000621,0.0019707386199131456
0.013759535092241962,0.013964863803438667,0.013862199447840316,1004591,0.001978557596649648
0.013964863803438667,0.014170192514635372,0.014067528159037019,1022635,0.0020140955352474913
0.014170192514635372,0.014375521225832077,0.014272856870233726,1041224,0.0020507068598204967
0.014375521225832077,0.01458084993702878,0.01447818558143043,1053768,0.002075412462889182
